2023,52.849686,2.513351,33000,436,1669287846
2027,52.849731,2.52356,33000,436,1669287850
2029,52.84996,2.531052,33000,435,1669287852
2032,52.850098,2.534637,33025,436,1669287855
2035,52.851379,2.550659,33025,435,1669287858
2039,52.852707,2.563248,33025,435,1669287862
2040,52.853363,2.568839,33025,435,1669287863
2043,52.85355,2.570408,33025,435,1669287866
2048,52.855728,2.588272,33000,435,1669287871
2051,52.857319,2.60117,33000,436,1669287874
2053,52.858345,2.609724,33000,436,1669287876
2056,52.85918,2.616629,33000,437,1669287879
2120,52.882599,2.828509,33000,440,1669287943
2181,52.904011,3.033011,33000,444,1669288004
2242,52.925079,3.236847,33000,441,1669288065
2303,52.945496,3.438416,33000,441,1669288126
2365,52.966064,3.644714,33000,444,1669288188
2427,52.986465,3.852539,33000,445,1669288250
2491,52.996719,4.06601,33000,446,1669288314
2553,53.002762,4.277878,33000,442,1669288376
2615,53.008667,4.489746,33000,437,1669288438
2678,53.014114,4.699402,33000,430,1669288501
2741,53.019012,4.902725,33000,428,1669288564
2804,53.023682,5.111084,33000,425,1669288627
2867,53.027893,5.315399,33000,422,1669288690
2929,53.031647,5.513229,33000,420,1669288752
2992,53.035172,5.71785,33000,418,1669288815
3055,53.038284,5.917435,33000,416,1669288878
3118,53.041077,6.120453,32800,415,1669288941
3179,53.043594,6.317291,31825,430,1669289002
3240,53.04567,6.519052,30800,430,1669289063
3301,53.047253,6.716413,29850,419,1669289124
3364,53.048767,6.914597,27900,428,1669289187
3426,53.049911,7.12059,25825,418,1669289249
3487,53.053768,7.311009,23850,402,1669289310
3552,53.065826,7.512765,20775,398,1669289375
3615,53.075371,7.702044,18400,384,1669289438
3678,53.083935,7.881984,16200,368,1669289501
3711,53.088135,7.972412,14900,364,1669289534
3742,53.092255,8.060455,13825,357,1669289565
3775,53.096317,8.149593,12725,350,1669289598
3808,53.100182,8.237807,11750,340,1669289631
3820,53.101532,8.268827,11400,338,1669289643
3832,53.102928,8.30009,11075,335,1669289655
3843,53.104092,8.32691,10825,334,1669289666
3855,53.105255,8.353219,10650,326,1669289678
3867,53.10672,8.38712,10500,317,1669289690
3878,53.107681,8.409642,10400,309,1669289701
3891,53.1091,8.442444,10275,300,1669289714
3903,53.110146,8.467955,10125,294,1669289726
3914,53.111263,8.494774,9900,291,1669289737
3926,53.11235,8.521545,9675,290,1669289749
3938,53.113495,8.548332,9425,288,1669289761
3950,53.114594,8.574515,9200,288,1669289773
3962,53.11573,8.601891,8950,288,1669289785
3974,53.116882,8.628191,8725,287,1669289797
3986,53.117981,8.654637,8475,287,1669289809
3998,53.118988,8.680491,8250,286,1669289821
4010,53.12006,8.707634,8000,285,1669289833
4022,53.121086,8.733404,7750,286,1669289845
4034,53.122147,8.760655,7500,285,1669289857
4046,53.123199,8.787101,7275,283,1669289869
4058,53.124207,8.812683,7050,283,1669289881
4070,53.125259,8.838893,6800,282,1669289893
4082,53.126251,8.865078,6550,281,1669289905
4094,53.127277,8.891252,6325,281,1669289917
4106,53.128326,8.917131,6075,279,1669289929
4118,53.129288,8.942164,5850,277,1669289941
4130,53.130257,8.968559,5575,275,1669289953
4143,53.131165,8.993722,5225,275,1669289966
4154,53.13208,9.018441,5000,272,1669289977
4167,53.133041,9.04371,4875,264,1669289990
4173,53.133499,9.055795,4825,261,1669289996
4179,53.134003,9.068193,4775,257,1669290002
4184,53.13446,9.079494,4725,254,1669290007
4191,53.134918,9.091736,4675,249,1669290014
4197,53.13533,9.103142,4625,246,1669290020
4203,53.1357,9.114209,4575,242,1669290026
4208,53.135933,9.124872,4525,239,1669290031
4212,53.13588,9.130973,4500,236,1669290035
4215,53.135559,9.135681,4475,234,1669290038
4218,53.134769,9.141675,4425,231,1669290041
4221,53.133728,9.14651,4375,229,1669290044
4224,53.132446,9.150984,4350,226,1669290047
4227,53.130569,9.15577,4300,224,1669290050
4230,53.128952,9.159043,4250,222,1669290053
4233,53.126633,9.162833,4200,220,1669290056
4236,53.124115,9.166051,4125,218,1669290059
4239,53.121643,9.168483,4075,216,1669290062
4242,53.118622,9.17068,4000,214,1669290065
4245,53.116196,9.171887,3950,212,1669290068
4248,53.11322,9.172799,3900,211,1669290071
4251,53.109879,9.173348,3825,210,1669290074
4254,53.107086,9.173584,3750,209,1669290077
4257,53.104111,9.173741,3700,209,1669290080
4260,53.101345,9.173826,3625,209,1669290083
4263,53.098572,9.173898,3525,210,1669290086
4266,53.095387,9.173907,3450,210,1669290089
4269,53.092758,9.173889,3375,211,1669290092
4272,53.089691,9.173889,3300,211,1669290095
4275,53.086761,9.173965,3250,211,1669290098
4278,53.083889,9.173898,3200,210,1669290101
4281,53.080818,9.17382,3175,207,1669290104
4284,53.078304,9.173506,3150,204,1669290107
4287,53.075508,9.172721,3125,200,1669290110
4290,53.072483,9.171073,3125,197,1669290113
4293,53.070248,9.169189,3100,192,1669290116
4296,53.068016,9.1666,3125,187,1669290119
4299,53.066162,9.163666,3150,184,1669290122
4302,53.064709,9.160792,3150,183,1669290125
4305,53.063267,9.15734,3175,179,1669290128
4308,53.061871,9.153495,3175,177,1669290131
4311,53.060669,9.14978,3175,177,1669290134
4314,53.059662,9.146118,3175,178,1669290137
4317,53.05875,9.142351,3150,178,1669290140
4320,53.058014,9.138412,3150,178,1669290143
4323,53.057354,9.134347,3150,178,1669290146
4326,53.05687,9.130478,3150,178,1669290149
4329,53.056469,9.127284,3150,177,1669290152
4332,53.055958,9.122106,3150,178,1669290155
4335,53.055588,9.118042,3150,178,1669290158
4338,53.055305,9.114493,3150,179,1669290161
4341,53.054935,9.110177,3150,179,1669290164
4344,53.054653,9.10594,3150,179,1669290167
4347,53.054352,9.102097,3150,180,1669290170
4350,53.054123,9.097977,3150,180,1669290173
4353,53.053818,9.093384,3150,178,1669290176
4356,53.053619,9.089355,3150,178,1669290179
4359,53.053436,9.08577,3150,178,1669290182
4362,53.053257,9.081613,3150,178,1669290185
4365,53.05312,9.077454,3150,178,1669290188
4368,53.052979,9.07353,3125,177,1669290191
4371,53.052887,9.068985,3100,175,1669290194
4374,53.052795,9.065094,3125,172,1669290197
4377,53.0527,9.06121,3150,168,1669290200
4380,53.052654,9.057286,3175,165,1669290203
4386,53.052513,9.049752,3150,165,1669290209
4392,53.052383,9.042358,3025,166,1669290215
4398,53.052246,9.034653,2925,162,1669290221
