7744,"43.803497,49.37722",36000,426,1669353740
7747,"43.799046,49.371185",36000,425,1669353743
7750,"43.794483,49.364582",36000,425,1669353746
7753,"43.790726,49.358891",36000,426,1669353749
7756,"43.786697,49.35244",36000,426,1669353752
7759,"43.782845,49.346008",36000,426,1669353755
7762,"43.778961,49.339535",36000,426,1669353758
7765,"43.775116,49.333084",36000,426,1669353761
7768,"43.771534,49.32711",36000,426,1669353764
7829,"43.695187,49.199066",36000,427,1669353825
7892,"43.616501,49.067177",36000,426,1669353888
7955,"43.538166,48.936504",36000,424,1669353951
8010,"43.467316,48.824879",35925,422,1669354006
8013,"43.462425,48.819908",35900,422,1669354009
8016,"43.457443,48.815266",35875,421,1669354012
8019,"43.453125,48.811554",35825,421,1669354015
8022,"43.447857,48.807484",35800,422,1669354018
8025,"43.442081,48.803364",35775,423,1669354021
8028,"43.437519,48.800419",35750,423,1669354024
8031,"43.431931,48.797054",35725,424,1669354027
8034,"43.426487,48.79414",35700,424,1669354030
8037,"43.420063,48.791069",35650,426,1669354033
8040,"43.414433,48.788715",35625,426,1669354036
8043,"43.408813,48.786644",35600,427,1669354039
8046,"43.403,48.784855",35575,428,1669354042
8049,"43.396881,48.783287",35525,428,1669354045
8052,"43.39119,48.781979",35500,429,1669354048
8055,"43.385422,48.780766",35475,429,1669354051
8058,"43.378464,48.779297",35450,430,1669354054
8061,"43.372742,48.778084",35425,429,1669354057
8064,"43.366791,48.776806",35375,430,1669354060
8067,"43.360382,48.775528",35350,430,1669354063
8128,"43.242233,48.752289",35000,430,1669354124
8190,"43.121201,48.728325",35000,429,1669354186
8254,"42.995087,48.703541",35000,430,1669354250
8315,"42.873447,48.679699",35000,431,1669354311
8377,"42.753204,48.656212",35000,431,1669354373
8438,"42.632072,48.632641",35000,431,1669354434
8499,"42.512386,48.609455",35000,431,1669354495
8560,"42.390373,48.585888",35000,431,1669354556
8622,"42.268845,48.562504",35000,432,1669354618
8682,"42.148178,48.539345",35000,432,1669354678
8745,"42.024334,48.515751",35000,431,1669354741
8807,"41.903732,48.49284",35000,430,1669354803
8870,"41.77803,48.470745",35000,429,1669354866
8890,"41.738689,48.470787",35000,430,1669354886
8933,"41.655212,48.490093",35000,434,1669354929
8936,"41.648575,48.49284",35000,434,1669354932
8939,"41.642853,48.495338",35000,434,1669354935
8942,"41.637299,48.497932",35000,435,1669354938
8945,"41.631573,48.500744",35000,436,1669354941
8948,"41.625614,48.503746",35000,436,1669354944
8951,"41.620193,48.506699",35000,435,1669354947
8954,"41.614792,48.509758",35000,436,1669354950
8957,"41.608246,48.513626",35000,436,1669354953
8960,"41.60289,48.516998",35000,436,1669354956
8963,"41.597397,48.520557",35000,436,1669354959
8966,"41.592468,48.52393",35000,438,1669354962
8969,"41.587006,48.527798",35000,438,1669354965
8972,"41.581436,48.531849",35000,438,1669354968
8975,"41.575699,48.536285",35000,439,1669354971
8978,"41.570297,48.540592",35000,439,1669354974
9039,"41.4673,48.627422",35000,440,1669355035
9100,"41.361942,48.716125",35000,444,1669355096
9160,"41.255524,48.805389",35000,446,1669355156
9224,"41.144871,48.897961",35000,442,1669355220
9286,"41.039383,48.985851",35000,442,1669355282
9347,"40.933521,49.073681",35000,445,1669355343
9408,"40.826569,49.16217",35000,443,1669355404
9471,"40.716309,49.252022",35025,443,1669355467
9532,"40.608673,49.332947",35000,442,1669355528
9595,"40.496841,49.417419",35000,446,1669355591
9656,"40.389095,49.504395",35000,447,1669355652
9677,"40.350037,49.529663",35000,444,1669355673
9680,"40.344543,49.532288",35000,443,1669355676
9683,"40.33873,49.53479",35000,442,1669355679
9686,"40.332596,49.537354",35000,442,1669355682
9689,"40.326599,49.539734",35000,442,1669355685
9692,"40.320663,49.542099",35000,442,1669355688
9695,"40.314751,49.544407",35000,442,1669355691
9756,"40.195438,49.589851",35000,441,1669355752
9819,"40.070206,49.637024",35000,444,1669355815
9880,"39.951416,49.68103",35000,442,1669355876
9940,"39.831444,49.72522",35000,444,1669355936
9964,"39.787216,49.747887",35000,445,1669355960
9967,"39.781631,49.751408",35000,445,1669355963
9970,"39.775269,49.755589",35000,446,1669355966
9973,"39.770645,49.758751",35000,446,1669355969
9976,"39.765804,49.762085",35000,446,1669355972
10037,"39.65897,49.840881",35000,448,1669356033
10096,"39.549572,49.920227",35000,450,1669356092
10161,"39.430305,50.006653",35000,448,1669356157
10222,"39.320301,50.085999",35000,447,1669356218
10285,"39.206669,50.167603",35000,448,1669356281
10346,"39.096291,50.246643",35000,451,1669356342
10407,"38.984798,50.326172",35000,453,1669356403
10470,"38.867535,50.409485",35000,453,1669356466
10531,"38.755554,50.488865",35000,454,1669356527
